y,x0,x1,x2,x3,x4,x5,x6,x7
10.9,A0,A4,A1,160.0,70.0,1,A0,A1
3.0,A1,A8,A1,143.0,150.0,1,A1,A1
6.999,A0,,A1,136.0,150.0,11,A1,A2
8.6,A0,,A1,90.0,60.0,5,A0,A1
2.3,A1,A0,A1,192.0,150.0,11,A0,A1
7.95,A0,A8,A1,150.0,150.0,10,A1,A1
11.0,A1,A4,A0,160.0,100.0,12,A0,A1
2.8,A0,A0,A0,150.0,150.0,3,A0,A1
13.69,A1,A0,A1,160.0,150.0,9,A0,A1
0.55,A0,A0,A1,101.0,150.0,10,A2,A2
33.9,A1,A3,A0,306.0,30.0,5,A0,A1
1.2,A0,A2,A1,50.0,150.0,2,A0,A1
2.4,A0,A4,A1,170.0,150.0,0,A0,A1
0.0,A1,A4,A1,75.0,150.0,0,A0,A1
5.499,A0,A7,A1,80.0,100.0,12,A2,A1
5.4,A1,A0,A1,163.0,150.0,12,A0,A2
1.687,A0,A2,A1,68.0,150.0,12,A0,A1
0.899,A0,A6,A1,109.0,150.0,2,A0,A0
4.6,A0,A0,A1,155.0,150.0,9,A0,A0
1.15,A0,A8,A1,116.0,150.0,5,A0,A1
4.0,A0,A6,A0,82.0,125.0,8,A0,A1
1.59,A0,A1,A1,1598.0,150.0,10,A0,A2
1.0,A1,A8,A1,58.0,125.0,3,A0,A0
1.2,A0,A4,A1,101.0,150.0,12,A0,A1
2.799,A1,A7,A1,0.0,60.0,0,A0,A1
0.65,A0,A2,A2,0.0,150.0,0,A2,A1
0.0,A1,A4,A1,120.0,150.0,1,A0,A2
1.2,A1,A4,A1,75.0,150.0,5,A0,A1
2.99,A1,A2,A1,58.0,50.0,3,A0,A1
9.25,A0,,A1,116.0,60.0,6,A0,A1
11.35,A1,,A1,174.0,125.0,1,A0,A1
1.69,A0,A0,A0,98.0,150.0,4,A0,A1
5.5,A0,A2,A1,90.0,50.0,2,A0,A2
16.45,A0,A4,A0,170.0,125.0,2,A1,A1
0.25,A0,A7,A2,0.0,150.0,4,A2,A0
6.4,A1,A4,A1,136.0,90.0,10,A0,A1
2.3,A1,A2,A2,68.0,150.0,7,A1,A1
7.499,A0,A7,A1,110.0,125.0,1,A2,A1
4.8,A1,A4,A0,214.0,150.0,0,A0,A1
1.75,A0,A7,A1,116.0,150.0,3,A1,A0
1.85,A0,A2,A1,54.0,150.0,1,A0,A1
0.0,A0,A4,A1,118.0,150.0,12,A0,A1
1.4,A0,A7,A1,90.0,150.0,5,A2,A1
0.85,A1,A8,A1,145.0,150.0,9,A0,A0
6.5,A1,A0,A1,0.0,100.0,6,A1,A2
5.0,A0,A7,A2,0.0,150.0,0,A2,A2
2.45,A1,,A1,109.0,125.0,9,A0,A1
0.0,A0,A4,A2,0.0,150.0,0,A2,A2
6.99,A0,A0,A1,69.0,90.0,5,A0,A1
2.5,A1,A4,A0,155.0,150.0,3,A1,A1
0.949,A0,A0,A1,116.0,150.0,3,A0,A1
2.499,A0,A0,A1,107.0,150.0,2,A1,A1
3.6,A1,A4,A2,,150.0,9,A1,A2
2.1,A0,A2,A1,60.0,125.0,3,A0,A1
1.499,A1,A2,A1,60.0,150.0,12,A0,A1
0.0,A0,A4,A1,90.0,150.0,11,A1,A1
0.2,A0,A4,A2,0.0,150.0,0,A2,A2
3.5,A0,A7,A1,,150.0,6,A1,A2
9.7,A0,A6,A0,,150.0,11,A0,A1
3.99,A1,A8,A1,177.0,150.0,10,A1,A1
3.4,A0,A2,A1,60.0,125.0,2,A0,A1
2.799,A1,A6,A1,101.0,150.0,2,A0,A1
2.799,A0,A0,A1,80.0,150.0,7,A0,A1
8.888,A1,A8,A1,140.0,150.0,5,A0,A0
0.1,A0,A2,A1,0.0,100.0,3,A0,A2
1.6,A1,A2,A1,60.0,80.0,4,A0,A0
62.9,A0,A4,A0,204.0,30.0,11,A5,A1
2.499,A0,A6,A1,150.0,150.0,11,A0,A1
2.85,A0,A0,A1,118.0,150.0,10,A0,A1
21.3,A0,A5,A0,,70.0,3,A0,A1
0.5,A1,A0,A0,143.0,150.0,10,A1,A1
7.8,A1,A6,A0,170.0,150.0,8,A0,A1
2.999,A0,A2,A1,60.0,100.0,5,A0,A1
2.6,A0,A7,A1,149.0,150.0,0,A2,A2
1.95,A1,A7,A1,,150.0,10,A2,A2
10.9,A1,A6,A1,69.0,20.0,4,A0,A1
0.95,A1,A0,A1,,150.0,12,A0,A0
1.6,A1,A3,A1,107.0,150.0,2,A0,A1
19.9,A1,A5,A1,163.0,50.0,10,A1,A1
11.1,A0,A7,A1,140.0,150.0,2,A2,A1
0.4,A1,A7,A1,0.0,150.0,9,A0,A0
3.699,A0,A4,A1,111.0,125.0,10,A0,A1
3.29,A1,A8,A1,125.0,150.0,4,A0,A1
4.5,A1,A7,A1,193.0,5.0,0,A0,A1
7.9,A1,A0,A0,224.0,150.0,4,A1,A1
10.2,A0,A8,A1,111.0,80.0,11,A1,A1
0.001,A0,A7,A1,90.0,150.0,0,A0,A2
3.7,A0,,A0,230.0,150.0,10,A0,A1
1.349,A0,A4,A1,75.0,150.0,4,A0,A1
0.99,A1,A0,A1,82.0,125.0,8,A0,A1
5.8,A0,A4,A1,109.0,40.0,12,A0,A1
21.5,A0,A5,A1,150.0,40.0,9,A1,A1
14.5,A1,A4,A0,,90.0,7,A1,A1
2.1,A1,,A1,100.0,125.0,6,A0,A1
5.2,A1,A2,A1,60.0,80.0,10,A0,A1
4.2,A0,A0,A2,0.0,125.0,11,A1,A1
2.1,A1,A0,A0,144.0,150.0,4,A0,A1
0.65,A1,A4,A1,116.0,150.0,1,A0,A1
1.0,A1,A5,A1,0.0,150.0,5,A0,A2
8.4,A1,A5,A1,,60.0,4,A0,A1
0.95,A1,A2,A1,75.0,150.0,7,A0,A2
2.0,A0,,A1,90.0,150.0,7,A3,A1
14.25,A0,A2,A1,182.0,50.0,5,A0,A1
0.0,A0,A0,A1,136.0,150.0,8,A0,A0
3.19,A0,A2,A1,,40.0,10,A0,A1
2.3,A1,A0,A1,109.0,150.0,2,A0,A1
1.9,A1,A7,A2,0.0,150.0,0,A2,A2
10.9,A0,A7,A2,0.0,40.0,7,A2,A2
1.1,A1,A4,A1,125.0,150.0,7,A0,A1
1.349,A0,A7,A1,170.0,150.0,4,A0,A1
0.11,A0,A0,A1,90.0,150.0,0,A0,A0
0.599,A1,A2,A1,50.0,150.0,2,A0,A1
1.5,A0,A2,A1,111.0,150.0,2,A0,A1
18.99,A1,A0,A1,193.0,150.0,6,A1,A1
0.0,A1,A7,A1,0.0,150.0,0,A1,A2
5.5,A0,A7,A1,80.0,125.0,4,A0,A1
34.4,A0,A3,A0,306.0,50.0,8,A0,A1
0.7,A1,A2,A1,,125.0,8,A0,A2
3.75,A0,A8,A1,105.0,150.0,3,A0,A1
1.5,A0,A6,A1,150.0,150.0,12,A0,A1
6.8,A1,A0,A0,197.0,150.0,9,A1,A1
1.699,A1,A0,A1,101.0,150.0,3,A0,A1
10.666,A1,A4,A0,256.0,125.0,12,A0,A1
3.1,A0,A2,A1,54.0,80.0,12,A0,A1
11.5,A1,A4,A2,0.0,80.0,9,A1,A1
9.499,A0,A0,A1,,150.0,0,A1,A1
2.9,A0,A8,A2,0.0,150.0,9,A1,A2
4.5,A0,A5,A1,145.0,125.0,8,A0,A1
29.75,A0,A8,A0,179.0,90.0,2,A1,A1
3.6,A0,A4,A0,136.0,150.0,7,A1,A2
7.3,A1,A3,A1,166.0,150.0,7,A0,A1
5.35,A1,A0,A1,192.0,150.0,5,A0,A1
3.7,A1,A6,A1,147.0,150.0,10,A2,A1
0.46,A0,A2,A1,120.0,150.0,7,A2,A2
1.75,A1,A2,A1,50.0,150.0,10,A0,A1
0.6,A0,A2,A1,60.0,125.0,6,A0,A1
1.85,A0,A0,A1,144.0,150.0,9,A0,A1
20.5,A1,A4,A1,125.0,20.0,3,A0,A1
7.5,A0,A4,A1,140.0,150.0,8,A0,A1
1.7,A1,A8,A1,0.0,150.0,7,A2,A2
21.0,A1,A5,A0,150.0,90.0,10,A2,A1
1.15,A0,,A1,60.0,150.0,5,A0,A1
1.5,A0,A2,A1,58.0,150.0,10,A0,A1
1.799,A1,A4,A1,103.0,150.0,4,A0,A1
0.3,A1,A2,A2,90.0,150.0,0,A0,A2
11.0,A1,A4,A1,136.0,150.0,3,A1,A1
1.4,A1,,A1,75.0,150.0,5,A0,A2
9.87,A0,A5,A1,140.0,150.0,12,A1,A1
1.599,A1,A2,A1,60.0,125.0,6,A0,A1
7.799,A0,A7,A0,204.0,150.0,6,A2,A2
3.999,A0,A0,A1,64.0,70.0,3,A0,A1
0.9,A1,A7,A1,50.0,150.0,10,A2,A1
16.9,A0,A6,A1,95.0,40.0,7,A0,A1
5.75,A1,A6,A0,71.0,60.0,5,A0,A1
1.2,A0,A0,A1,75.0,150.0,5,A0,A1
33.996,A0,A3,A1,320.0,150.0,9,A0,A1
1.0,A0,A2,A1,101.0,150.0,9,A0,A0
12.2,A1,A6,A1,120.0,20.0,2,A0,A1
0.8,A1,A2,A0,75.0,100.0,5,A0,A1
17.9,A1,A4,A0,204.0,100.0,11,A1,A0
1.2,A1,A4,A0,172.0,150.0,12,A0,A0
11.5,A0,A0,A1,170.0,150.0,6,A1,A1
0.549,A1,A8,A1,90.0,150.0,0,A1,A2
3.5,A0,A4,A1,60.0,50.0,11,A0,A1
10.9,A1,A8,A1,105.0,80.0,4,A0,A1
8.9,A1,A8,A1,150.0,150.0,11,A1,A1
0.2,A0,A2,A1,55.0,150.0,5,A2,A2
0.65,A1,A8,A1,98.0,150.0,5,A1,A1
1.999,A0,A0,A1,107.0,150.0,11,A1,A1
10.5,A1,A4,A1,129.0,125.0,9,A0,A1
1.75,A1,A2,A1,60.0,150.0,12,A0,A1
5.5,A1,A8,A1,140.0,150.0,8,A1,A1
5.3,A1,A4,A1,170.0,150.0,8,A0,A1
4.8,A0,A6,A1,116.0,150.0,6,A0,A1
15.0,A1,A6,A1,90.0,80.0,6,A0,A1
1.15,A1,A2,A1,75.0,150.0,10,A0,A1
0.85,A1,A0,A1,,150.0,0,A0,A2
6.2,A1,A8,A1,88.0,150.0,10,A1,A1
1.4,A0,A3,A1,192.0,150.0,11,A0,A1
5.2,A1,A8,A1,140.0,125.0,9,A2,A0
4.5,A0,A8,A1,102.0,150.0,12,A1,A1
1.25,A1,A2,A1,65.0,90.0,11,A0,A1
4.99,A0,A4,A1,185.0,150.0,3,A0,A1
0.0,A0,A4,A1,75.0,150.0,0,A0,A0
0.2,A1,A2,A1,0.0,150.0,6,A0,A1
6.5,A0,A4,A0,150.0,150.0,11,A1,A1
0.25,A0,A7,A1,,150.0,1,A0,A1
2.0,A1,A4,A2,170.0,150.0,3,A1,A1
3.8,A1,A8,A1,105.0,150.0,4,A1,A1
9.199,A0,A2,A1,75.0,10.0,10,A0,A1
2.2,A0,A4,A0,0.0,150.0,3,A1,A0
7.2,A0,A4,A1,116.0,150.0,2,A0,A1
4.9,A1,A0,A1,0.0,90.0,7,A0,A0
1.5,A1,A2,A1,69.0,150.0,8,A0,A1
13.8,A0,A5,A1,73.0,20.0,3,A0,A1
1.8,A1,A3,A1,140.0,150.0,0,A0,A2
24.9,A1,A5,A1,,125.0,7,A1,A1
5.75,A1,A4,A1,116.0,125.0,9,A0,A1
26.5,A0,A6,A0,400.0,100.0,4,A0,A1
0.399,A1,A8,A1,90.0,150.0,4,A0,A1
17.0,A1,A5,A2,0.0,100.0,4,A2,A1
3.15,A0,A4,A1,102.0,150.0,4,A0,A0
13.5,A0,A0,A0,125.0,90.0,10,A0,A1
7.85,A1,A0,A1,105.0,100.0,4,A1,A1
9.99,A0,A0,A1,177.0,150.0,2,A1,A1
2.7,A1,A2,A1,75.0,150.0,3,A0,A1
3.95,A0,A4,A1,54.0,100.0,2,A1,A0
7.555,A1,A8,A1,0.0,100.0,1,A1,A0
1.2,A0,,A1,,150.0,3,A0,A1
0.99,A0,A7,A1,54.0,100.0,3,A0,A2
3.3,A0,A2,A1,60.0,100.0,4,A0,A1
3.0,A0,A0,A0,131.0,150.0,0,A1,A2
0.8,A1,A0,A0,150.0,150.0,12,A0,A1
17.25,A1,A6,A0,306.0,150.0,5,A0,A1
0.5,A0,A4,A1,71.0,150.0,3,A0,A2
1.9,A0,A4,A0,150.0,150.0,9,A0,A1
1.95,A0,A2,A1,54.0,150.0,12,A0,A1
2.8,A1,A0,A1,101.0,150.0,10,A1,A1
3.45,A1,A2,A1,,150.0,8,A0,A1
11.9,A1,A4,A0,224.0,150.0,12,A1,A1
11.9,A1,A8,A0,,100.0,4,A1,A1
5.699,A0,A6,A1,136.0,125.0,9,A0,A1
2.6,A1,A0,A0,,150.0,12,A1,A1
1.2,A0,A7,A2,0.0,150.0,2,A1,A2
5.65,A1,A6,A1,140.0,100.0,8,A0,A1
34.8,A0,A5,A0,245.0,100.0,3,A1,A1
0.2,A1,A2,A1,45.0,150.0,5,A0,A0
4.49,A0,A2,A1,65.0,30.0,6,A0,A1
2.8,A1,A2,A1,68.0,150.0,5,A1,A1
15.5,A1,,A0,150.0,20.0,6,A1,A1
31.888,A1,A4,A0,218.0,50.0,10,A1,A2
6.5,A0,A0,A0,140.0,150.0,11,A2,A1
5.9,A1,A7,A1,0.0,150.0,0,A0,A1
3.75,A0,A4,A1,105.0,150.0,12,A1,A1
0.79,A0,A0,A0,132.0,150.0,6,A0,A1
2.35,A1,A2,A1,58.0,150.0,12,A0,A1
2.5,A1,A0,A1,139.0,150.0,2,A1,A1
7.999,A1,A4,A1,200.0,125.0,6,A0,A1
4.5,A0,A2,A1,,100.0,6,A0,A1
3.0,A1,A4,A1,147.0,125.0,9,A0,A1
0.0,A1,A0,A0,204.0,150.0,7,A1,A1
4.65,A1,A2,A1,116.0,90.0,4,A0,A1
0.999,A0,,A1,101.0,150.0,4,A0,A1
0.135,A0,A7,A1,73.0,20.0,6,A2,A1
1.2,A1,A0,A1,150.0,150.0,4,A0,A2
0.8,A0,A4,A1,0.0,150.0,5,A0,A1
23.5,A1,A6,A1,344.0,100.0,7,A0,A1
3.001,A0,,A1,163.0,150.0,3,A1,A1
0.899,A0,A0,A1,122.0,150.0,9,A0,A1
2.49,A0,A4,A0,150.0,150.0,1,A0,A1
11.5,A1,A7,A2,0.0,60.0,0,A0,A1
0.899,A1,A4,A2,0.0,150.0,5,A0,A1
36.0,A0,A4,A0,224.0,5.0,4,A1,A1
8.0,A0,A4,A1,170.0,150.0,12,A0,A1
0.4,A1,A2,A1,0.0,150.0,10,A0,A0
13.95,A0,A3,A1,280.0,100.0,3,A0,A1
5.1,A0,A0,A0,101.0,150.0,7,A1,A2
3.299,A0,A2,A1,68.0,80.0,2,A0,A2
0.5,A1,A0,A1,75.0,150.0,0,A0,A1
4.2,A0,,A1,69.0,125.0,9,A0,A1
0.7,A0,A0,A1,115.0,150.0,10,A0,A1
0.675,A1,A0,A1,82.0,100.0,7,A1,A0
7.8,A0,A1,A1,0.0,10.0,10,A0,A1
1.85,A0,A1,A1,651.0,150.0,12,A0,A2
0.999,A0,A0,A2,0.0,150.0,1,A2,A2
2.65,A0,A0,A1,109.0,150.0,3,A1,A1
1.16,A1,,A1,101.0,150.0,6,A1,A0
1.999,A1,A2,A2,54.0,125.0,7,A0,A1
20.499,A1,A8,A1,129.0,40.0,9,A1,A2
5.99,A1,A4,A1,140.0,150.0,3,A1,A0
8.6,A1,A7,A1,122.0,125.0,1,A2,A1
6.2,A0,A4,A0,0.0,150.0,3,A1,A2
3.0,A0,A7,A2,125.0,150.0,0,A0,A1
0.15,A1,,A1,0.0,125.0,0,A0,A2
7.5,A0,A8,A0,150.0,125.0,11,A1,A1
34.999,A1,A8,A0,,30.0,1,A1,A1
3.65,A0,A2,A1,88.0,70.0,5,A0,A1
9.499,A1,,A0,204.0,150.0,12,A2,A1
4.7,A0,A6,A1,110.0,20.0,0,A1,A1
0.5,A0,A2,A0,56.0,150.0,11,A0,A0
0.1,A1,A2,A1,50.0,90.0,1,A0,A0
2.0,A1,A4,A1,133.0,100.0,9,A0,A1
6.5,A0,A7,A1,0.0,40.0,4,A1,A1
7.8,A0,A4,A1,105.0,150.0,9,A1,A1
0.278,A0,A8,A1,121.0,150.0,0,A0,A2
5.9,A0,A0,A1,140.0,150.0,9,A1,A1
3.5,A1,,A1,115.0,125.0,4,A0,A2
24.9,A0,A6,A0,300.0,150.0,6,A0,A1
1.5,A1,A0,A1,0.0,150.0,3,A0,A2
0.3,A0,A4,A1,0.0,150.0,5,A3,A0
3.9,A1,A2,A1,116.0,150.0,8,A2,A2
0.0,A1,A0,A1,66.0,150.0,7,A0,A0
0.75,A1,A4,A1,120.0,150.0,8,A0,A1
3.89,A1,A0,A1,109.0,150.0,1,A1,A0
7.2,A1,A4,A0,170.0,150.0,11,A0,A1
1.3,A1,A8,A1,55.0,150.0,3,A0,A1
0.1,A0,A2,A1,75.0,150.0,8,A0,A2
13.8,A0,A5,A0,224.0,150.0,4,A1,A2
0.5,A0,A0,A1,116.0,150.0,4,A0,A1
6.199,A1,A8,A0,,125.0,6,A0,A1
6.249,A1,A6,A1,179.0,150.0,6,A0,A1
2.8,A0,A3,A1,50.0,5.0,6,A0,A1
3.4,A1,,A1,150.0,150.0,9,A1,A1
2.8,A0,A7,A0,0.0,150.0,0,A1,A2
6.5,A1,A0,A1,179.0,150.0,0,A0,A1
5.8,A1,A2,A1,60.0,100.0,2,A0,A1
25.0,A1,A4,A0,184.0,40.0,10,A1,A1
2.0,A0,A3,A0,150.0,150.0,8,A3,A1
1.0,A0,A0,A1,,150.0,8,A0,A1
6.5,A1,A6,A1,120.0,70.0,10,A0,A1
24.6,A0,,A0,231.0,125.0,10,A0,A1
2.8,A1,A0,A1,,150.0,3,A1,A1
12.95,A0,A4,A1,102.0,40.0,8,A0,A1
15.3,A0,A2,A1,204.0,150.0,11,A1,A1
14.5,A1,A8,A1,,80.0,5,A1,A1
8.9,A1,A8,A1,92.0,90.0,4,A1,A1
3.15,A1,A4,A1,,150.0,10,A1,A1
0.4,A0,A2,A1,50.0,125.0,11,A0,A1
1.9,A0,A4,A1,193.0,150.0,10,A0,A1
2.7,A1,A4,A1,125.0,125.0,7,A0,A1
3.2,A1,A0,A2,0.0,150.0,11,A1,A1
4.999,A1,A7,A1,90.0,150.0,9,A1,A1
6.97,A0,A8,A1,114.0,125.0,1,A1,A1
0.0,A1,A2,A1,60.0,125.0,0,A0,A2
0.6,A0,A7,A2,0.0,150.0,0,A2,A2
0.55,A1,A2,A0,0.0,150.0,11,A0,A1
1.5,A0,A2,A1,64.0,150.0,10,A1,A2
2.6,A1,A4,A1,150.0,150.0,12,A0,A1
2.25,A1,,A1,,150.0,4,A1,A1
7.0,A0,A2,A1,,100.0,1,A0,A1
6.0,A0,A8,A1,110.0,70.0,7,A0,A0
0.8,A0,A4,A0,147.0,125.0,7,A0,A0
1.3,A1,A4,A1,101.0,150.0,3,A0,A1
6.45,A0,,A0,180.0,150.0,11,A1,A1
3.95,A0,A8,A1,101.0,150.0,6,A0,A2
1.5,A0,A6,A0,75.0,150.0,12,A0,A1
0.3,A1,,A1,154.0,150.0,12,A0,A0
3.45,A1,A8,A1,116.0,150.0,11,A1,A1
6.5,A0,A4,A1,231.0,90.0,8,A0,A1
1.0,A1,A2,A1,75.0,150.0,7,A0,A1
0.9,A1,A2,A1,60.0,150.0,1,A0,A1
1.5,A1,A3,A2,90.0,100.0,5,A2,A1
1.95,A1,A0,A1,,150.0,9,A1,A0
25.0,A0,A4,A0,150.0,20.0,2,A0,A1
19.9,A1,A5,A1,184.0,40.0,5,A1,A1
11.95,A1,A6,A1,163.0,150.0,9,A0,A1
1.8,A0,A4,A1,75.0,150.0,3,A0,A0
7.3,A0,A0,A1,110.0,150.0,2,A1,A1
1.5,A1,A0,A1,150.0,150.0,0,A1,A0
1.7,A0,A6,A1,95.0,90.0,5,A0,A1
1.75,A1,A2,A1,58.0,90.0,9,A0,A1
2.2,A1,A8,A1,78.0,150.0,7,A1,A1
1.6,A1,A4,A1,100.0,150.0,7,A0,A0
0.75,A0,A4,A0,116.0,150.0,3,A0,A1
0.75,A0,A2,A1,45.0,150.0,2,A0,A1
0.8,A1,A7,A1,211.0,150.0,3,A2,A2
1.7,A1,A7,A1,118.0,125.0,11,A2,A1
0.001,A0,A7,A0,,150.0,4,A1,A0
5.35,A1,A3,A1,163.0,150.0,2,A0,A1
0.55,A1,A2,A1,0.0,150.0,3,A0,A2
2.15,A1,A0,A1,150.0,150.0,0,A1,A2
5.5,A1,A4,A1,101.0,150.0,9,A1,A2
1.249,A0,A7,A1,50.0,150.0,8,A0,A1
6.299,A0,A6,A1,231.0,150.0,10,A0,A1
1.2,A1,A3,A1,0.0,150.0,12,A0,A1
1.8,A1,,A1,75.0,150.0,6,A0,A1
1.49,A1,,A1,136.0,150.0,0,A0,A2
17.9,A1,A8,A1,174.0,150.0,6,A1,A1
2.5,A0,A0,A0,133.0,150.0,10,A1,A1
0.5,A1,A7,A1,102.0,150.0,0,A0,A0
24.0,A0,,A0,387.0,125.0,3,A0,A1
0.0,A0,A8,A2,0.0,150.0,0,A2,A2
6.94,A1,A0,A1,150.0,100.0,3,A1,A1
13.0,A1,A0,A1,143.0,70.0,3,A0,A1
23.55,A0,A6,A1,170.0,70.0,7,A1,A1
2.9,A0,A0,A0,0.0,150.0,7,A0,A2
38.5,A0,A8,A2,114.0,80.0,6,A1,A1
0.85,A0,A6,A1,198.0,150.0,5,A0,A0
3.3,A1,A4,A1,0.0,150.0,7,A1,A2
4.999,A1,A0,A1,,70.0,9,A4,A2
19.299,A1,A4,A0,170.0,80.0,4,A1,A1
0.7,A0,A2,A1,60.0,150.0,6,A2,A1
4.699,A0,,A0,75.0,125.0,8,A0,A1
0.0,A0,A4,A0,0.0,150.0,1,A0,A2
2.4,A1,A4,A1,105.0,150.0,12,A0,A1
5.75,A0,A2,A1,190.0,150.0,5,A0,A1
12.5,A0,A4,A0,157.0,125.0,7,A0,A1
1.3,A1,A0,A1,,5.0,10,A0,A1
3.49,A1,A4,A1,68.0,150.0,1,A1,A1
0.6,A0,A2,A1,60.0,80.0,0,A0,A1
6.0,A1,A8,A1,90.0,90.0,1,A1,A2
3.499,A1,A4,A1,101.0,150.0,7,A0,A1
4.599,A0,A2,A1,68.0,90.0,2,A0,A1
5.0,A0,A6,A1,143.0,125.0,12,A0,A1
0.9,A0,A2,A1,60.0,100.0,6,A2,A1
5.499,A1,A4,A1,177.0,150.0,1,A0,A1
12.0,A1,A8,A1,125.0,150.0,3,A1,A2
0.15,A0,A4,A1,,100.0,4,A0,A0
3.85,A1,,A1,90.0,125.0,6,A0,A1
15.0,A0,A2,A1,184.0,90.0,6,A0,A1
1.799,A1,A6,A1,95.0,100.0,6,A0,A1
9.0,A1,A8,A1,125.0,100.0,5,A1,A1
0.999,A0,A2,A1,90.0,150.0,3,A2,A1
0.289,A0,A4,A1,174.0,150.0,1,A0,A2
6.5,A0,A5,A1,178.0,150.0,5,A1,A0
1.75,A1,A4,A1,0.0,150.0,1,A0,A1
9.999,A1,A8,A1,190.0,150.0,1,A1,A1
4.0,A1,A2,A1,75.0,125.0,3,A1,A1
0.75,A0,A4,A0,101.0,150.0,4,A0,A1
8.35,A0,A8,A1,102.0,150.0,9,A1,A1
0.5,A0,A2,A1,53.0,150.0,12,A0,A1
0.85,A0,A4,A1,60.0,150.0,11,A0,A2
0.0,A0,A7,A2,147.0,150.0,0,A2,A2
0.35,A0,A2,A1,45.0,150.0,0,A2,A1
23.95,A0,A4,A0,204.0,40.0,6,A0,A1
3.3,A1,A0,A1,150.0,150.0,3,A1,A1
7.3,A1,A1,A1,92.0,100.0,8,A1,A1
6.7,A0,A7,A2,0.0,5.0,0,A2,A1
0.7,A0,A2,A1,,20.0,10,A0,A1
7.999,A0,A2,A1,300.0,20.0,0,A0,A1
5.0,A1,A4,A1,170.0,150.0,10,A0,A1
0.699,A0,A4,A0,101.0,100.0,8,A0,A0
0.0,A0,A0,A1,140.0,150.0,9,A1,A1
5.555,A0,A5,A1,145.0,125.0,12,A0,A2
0.75,A1,A0,A1,90.0,150.0,7,A1,A0
3.65,A1,A4,A1,102.0,150.0,12,A0,A0
2.55,A1,A0,A0,192.0,150.0,9,A2,A0
22.49,A1,A8,A1,116.0,150.0,8,A0,A1
3.299,A0,A0,A1,102.0,150.0,10,A3,A1
16.999,A1,A4,A0,140.0,40.0,11,A0,A1
1.49,A1,A2,A1,75.0,150.0,9,A0,A1
10.98,A0,A7,A1,75.0,20.0,1,A2,A1
10.499,A0,A7,A0,150.0,150.0,2,A1,A1
1.9,A1,,A1,58.0,90.0,5,A0,A1
0.6,A1,A4,A1,86.0,150.0,9,A0,A1
1.35,A1,A2,A1,60.0,90.0,9,A0,A1
6.3,A0,A4,A1,177.0,150.0,8,A0,A1
1.65,A1,A4,A0,125.0,150.0,12,A0,A1
13.4,A0,A0,A1,120.0,150.0,3,A0,A1
3.1,A1,A7,A1,0.0,150.0,11,A0,A2
0.4,A0,,A1,1239.0,150.0,11,A0,A1
7.65,A0,A2,A1,,125.0,6,A0,A1
0.15,A1,A7,A2,0.0,100.0,0,A2,A2
7.9,A0,A4,A0,224.0,150.0,6,A1,A1
1.5,A0,A0,A0,170.0,150.0,4,A0,A1
2.2,A0,A3,A1,109.0,20.0,10,A0,A1
2.3,A0,A0,A1,115.0,150.0,4,A0,A2
5.5,A1,A8,A1,143.0,150.0,3,A1,A1
5.2,A1,A4,A0,143.0,150.0,11,A0,A1
5.45,A0,A0,A1,122.0,150.0,9,A1,A1
5.1,A0,A3,A1,140.0,80.0,5,A2,A2
0.999,A1,A4,A1,90.0,5.0,12,A2,A1
0.585,A1,A0,A1,140.0,150.0,10,A3,A0
4.499,A1,A2,A1,54.0,70.0,7,A0,A1
9.999,A1,A3,A2,,150.0,0,A0,A1
1.199,A1,,A1,60.0,150.0,12,A0,A1
37.9,A0,A5,A0,245.0,150.0,7,A1,A1
3.0,A0,A0,A0,150.0,150.0,9,A1,A0
14.6,A1,A2,A1,86.0,20.0,9,A0,A1
7.435,A1,A6,A1,170.0,90.0,5,A0,A1
5.899,A1,A5,A0,254.0,150.0,6,A0,A1
5.3,A0,A2,A1,163.0,150.0,10,A0,A1
0.3,A0,A3,A1,0.0,150.0,0,A2,A0
0.0,A0,A2,A1,75.0,150.0,5,A0,A1
5.9,A1,A8,A0,140.0,150.0,4,A1,A1
0.399,A1,A2,A1,73.0,125.0,4,A0,A1
14.3,A1,,A1,156.0,125.0,7,A1,A1
6.5,A0,,A1,,150.0,1,A0,A1
17.0,A1,A4,A0,150.0,80.0,10,A1,A1
4.95,A1,A4,A0,122.0,150.0,9,A2,A2
9.0,A1,,A0,130.0,100.0,11,A0,A1
5.9,A0,A2,A1,90.0,150.0,3,A0,A2
3.499,A0,A4,A0,179.0,150.0,5,A1,A1
13.5,A0,A5,A1,122.0,60.0,9,A0,A1
8.5,A0,A0,A1,,150.0,7,A1,A1
5.85,A1,A2,A1,174.0,125.0,2,A0,A1
1.5,A0,A2,A1,60.0,150.0,3,A0,A1
6.916,A1,A0,A1,105.0,100.0,5,A0,A1
6.799,A0,A7,A0,105.0,150.0,4,A2,A2
0.9,A1,A4,A1,136.0,150.0,5,A1,A0
1.499,A0,A4,A1,100.0,150.0,2,A0,A1
0.0,A1,A4,A1,103.0,150.0,3,A0,A0
5.9,A1,A0,A1,90.0,125.0,5,A1,A1
34.5,A1,A3,A0,299.0,70.0,6,A0,A1
1.0,A0,A2,A1,60.0,150.0,12,A0,A1
8.6,A1,A0,A0,0.0,125.0,8,A0,A2
8.69,A1,A0,A0,200.0,150.0,12,A0,A1
0.999,A0,A0,A1,120.0,150.0,8,A1,A1
